1,1,2,1,1,2,2,3,4,4,5,6,6,7,8,8,9,9,
0.5,1,1,1,1,2,1,3,4,2,5,6,3,7,8,4,9,9,
0.25,0.333333333333333,0.5,0.25,0.333333333333333,1,1,1,2,1,1.66666666666667,3,1.5,2.33333333333333,4,2,3,4.5,
0.166666666666667,0.2,0.25,0.166666666666667,0.2,0.5,0.333333333333333,0.6,1,1,1,2,1,1.4,2,1.33333333333333,1.8,2.25,
0.125,0.142857142857143,0.166666666666667,0.125,0.142857142857143,0.333333333333333,0.25,0.428571428571429,0.666666666666667,0.5,0.714285714285714,1,1,1,2,1,1.28571428571429,1.5,
0.111111111111111,0.111111111111111,0.125,0.111111111111111,0.111111111111111,0.25,0.222222222222222,0.333333333333333,0.5,0.444444444444444,0.555555555555556,0.75,0.666666666666667,0.777777777777778,1,0,0,0,
